Marriott Int ORD SHS CLA;B;MAR-RM;1;0.001
MASCO CORPORATION ORDSHS;B;MAS-RM;1;0.001
McDonald's Corporation;B;MCD-RM;1;0.001
Microchip Technology Inc ORDSH;B;MCHP-RM;1;0.001
McKesson CorporationORD SHS;B;MCK-RM;1;0.001
Moodys CorporationORD SHS;B;MCO-RM;1;0.001
Mondelez International Inc;B;MDLZ-RM;1;0.001
MetLife Inc;B;MET-RM;1;0.001
MGM Resorts International;B;MGM-RM;1;0.001
Mohawk Industries Inc ORD SHS;B;MHK-RM;1;0.001
McCormick  Co Non-Voting Ord;B;MKC-RM;1;0.001
MarketAxess Hld Inc ORD SHS;B;MKTX-RM;1;0.001
Martin Marietta Mater ORD SHS;B;MLM-RM;1;0.001
Marsh  McLennan ORD SHS;B;MMC-RM;1;0.001
3M Company;B;MMM-RM;1;0.001
Monster Beverage Corporation;B;MNST-RM;1;0.001
Hello Group Inc;B;MOMO-RM;1;0.001
Altria Group Ord Shs;B;MO-RM;1;0.001
The Mosaic Company;B;MOS-RM;1;0.001
Marathon Petroleum Corporation;B;MPC-RM;1;0.001
Monolithic Power Syst ORD SHS;B;MPWR-RM;1;0.001
Merck  Co Inc;B;MRK-RM;1;0.001
Macy's Inc;B;M-RM;1;0.001
Moderna Inc;B;MRNA-RM;1;0.001
Marathon Oil Corporation;B;MRO-RM;1;0.001
Marvell Technology ORD SHS;B;MRVL-RM;1;0.001
MSCI Ord Shs;B;MSCI-RM;1;0.001
Microsoft Corporation;B;MSFT-RM;1;0.001
Motorola Solutions ORD SHS;B;MSI-RM;1;0.001
Morgan Stanley;B;MS-RM;1;0.001
MicroStrategy Incorporated;B;MSTR-RM;1;0.001
MT Bank Co ORD SHS;B;MTB-RM;1;0.001
METTLER-TOLEDO INTERNAT ORDSHS;B;MTD-RM;1;0.001
Micron Technology Inc;B;MU-RM;1;0.001
MicroVision Inc ORD SHS;B;MVIS-RM;1;0.001
Nasdaq IncORD SHS;B;NDAQ-RM;1;0.001
NextEra Energy Inc;B;NEE-RM;1;0.001
Newmont Corporation;B;NEM-RM;1;0.001
Netflix Inc;B;NFLX-RM;1;0.001
Nio Inc;B;NIO-RM;1;0.001
NiSource Inc ORD SHS;B;NI-RM;1;0.001
NIKE Inc;B;NKE-RM;1;0.001
NortonLifeLock Inc;B;NLOK-RM;1;0.001
Northrop Grumman Corporation;B;NOC-RM;1;0.001
NOV Inc ORD SHS;B;NOV-RM;1;0.001
ServiceNow Inc;B;NOW-RM;1;0.001
Nrg Energy Inc ORD SHS;B;NRG-RM;1;0.001
NORFOLK SOUTHERN CORPOR ORDSHS;B;NSC-RM;1;0.001
NetApp Inc;B;NTAP-RM;1;0.001
Northern Trust Corp ORD SHS;B;NTRS-RM;1;0.001
Nucor Corporation;B;NUE-RM;1;0.001
NVIDIA Corporation;B;NVDA-RM;1;0.001
NVR Ord Shs;B;NVR-RM;1;0.001
АДР Novartis AG ORD SHS;B;NVS-RM;1;0.001
Newell Brands Inc ORD SHS;B;NWL-RM;1;0.001
News Corp Ord Shs Class B;B;NWS-RM;1;0.001
OLD DOMINION FREIGHT LI ORDSHS;B;ODFL-RM;1;0.001
Organon and Co;B;OGN-RM;1;0.001
ONEOK Inc;B;OKE-RM;1;0.001
Omnicom Group Inc Ordshs;B;OMC-RM;1;0.001
ON Semiconductor Corp ORD SHS;B;ON-RM;1;0.001
Oracle Corporation;B;ORCL-RM;1;0.001
O'Reilly Automotive IncORDSHS;B;ORLY-RM;1;0.001
OraSure Technologies Ord Shs;B;OSUR-RM;1;0.001
Otis Worldwide Corp ORD SHS;B;OTIS-RM;1;0.001
Occidental Petroleum Corp;B;OXY-RM;1;0.001
Paycom Software Ord Shs;B;PAYC-RM;1;0.001
Paychex Inc;B;PAYX-RM;1;0.001
Peoples United Financial Ord S;B;PBCT-RM;1;0.001
PBF Energy Ord Shs Class A;B;PBF-RM;1;0.001
PACCAR Inc;B;PCAR-RM;1;0.001
PGE CorporationORD SHS;B;PCG-RM;1;0.001
Public Serv Enterp Grp ORDSH;B;PEG-RM;1;0.001
Penn National Gaming ORD SHS;B;PENN-RM;1;0.001
PepsiCo Inc;B;PEP-RM;1;0.001
PFIZER INC;B;PFE-RM;1;0.001
PRINCIPAL FINANCIAL GRO ORDSHS;B;PFG-RM;1;0.001
The Procter  Gamble Company;B;PG-RM;1;0.001
The Progressive Corp ORD SHS;B;PGR-RM;1;0.001
Pultegroup Inc Ordshs;B;PHM-RM;1;0.001
Parker-Hannifin Corp ORD SHS;B;PH-RM;1;0.001
Pinterest Ord Shs Class A;B;PINS-RM;1;0.001
Packaging Corp of Amer ORD SHS;B;PKG-RM;1;0.001
PerkinElmer Inc ORD SHS;B;PKI-RM;1;0.001
Palantir Technologies Inc;B;PLTR-RM;1;0.001
Plug Power Ord Shs;B;PLUG-RM;1;0.001
Philip Morris International;B;PM-RM;1;0.001
PNC Finan Service Group ORDSHS;B;PNC-RM;1;0.001
Pool Corporation ORD SHS;B;POOL-RM;1;0.001
PPG Industries Ord Shs;B;PPG-RM;1;0.001
PPL Corporation ORD SHS;B;PPL-RM;1;0.001
Prudential Financial Inc ORDSH;B;PRU-RM;1;0.001
Phillips 66;B;PSX-RM;1;0.001
PTC Inc ORD SHS;B;PTC-RM;1;0.001
Peloton Interact ORD SHS CL A;B;PTON-RM;1;0.001
АДР PetroChina Co Ltd ORD SHS;B;PTR-RM;1;0.001
PVH CorpORD SHS;B;PVH-RM;1;0.001
Quanta Services Inc ORD SHS;B;PWR-RM;1;0.001
Pioneer Natural Resources ODSH;B;PXD-RM;1;0.001
PayPal Holdings Inc;B;PYPL-RM;1;0.001
QUALCOMM Incorporated;B;QCOM-RM;1;0.001
Quidel Ord Shs;B;QDEL-RM;1;0.001
Qorvo Inc;B;QRVO-RM;1;0.001
QuantumScape Corp ORD SHS CL A;B;QS-RM;1;0.001
Renewable Energy Ord Shs;B;REGI-RM;1;0.001
Regeneron PharmaceuticalsInc;B;REGN-RM;1;0.001
Regions Financial Ord Shs;B;RF-RM;1;0.001
Robert Half Internation ORDSHS;B;RHI-RM;1;0.001
Lordstown Motors Corp ORDSHS A;B;RIDE-RM;1;0.001
Raymond James Fin Inc ORD SHS;B;RJF-RM;1;0.001
Ralph Lauren Corporation;B;RL-RM;1;0.001
ResMed Inc ORD SHS;B;RMD-RM;1;0.001
Rockwell Automat Inc ORD SHS;B;ROK-RM;1;0.001
Rollins Inc ORDSHS;B;ROL-RM;1;0.001
Roper Technologies Ord Shs;B;ROP-RM;1;0.001
Ross Stores Inc ORD SHS;B;ROST-RM;1;0.001
Republic Services Inc ORD SHS;B;RSG-RM;1;0.001
Raytheon Technologies Corp;B;RTX-RM;1;0.001
Sunrun Inc ORD SHS;B;RUN-RM;1;0.001
SAP SE;B;SAP-RM;1;0.001
Starbucks Corporation;B;SBUX-RM;1;0.001
Southern Copper Corporation;B;SCCO-RM;1;0.001
The Charles Schwab Corporation;B;SCHW-RM;1;0.001
Solaredge Technologies Ord Shs;B;SEDG-RM;1;0.001
Sealed Air Corporation ORD SHS;B;SEE-RM;1;0.001
Sherwin Williams Ord Shs;B;SHW-RM;1;0.001
SVB Financial Group ORD SHS;B;SIVB-RM;1;0.001
J M Smucker Co ORD SHS;B;SJM-RM;1;0.001
Skillz Inc ORD SHS CL A;B;SKLZ-RM;1;0.001
Snap Inc;B;SNAP-RM;1;0.001
Snap-on Incorporated ORD SHS;B;SNA-RM;1;0.001
Synopsys Inc ORD SHS;B;SNPS-RM;1;0.001
АДР Sony Group Corp ORD SHS;B;SONY-RM;1;0.001
The Southern Company ORD SHS;B;SO-RM;1;0.001
Virgin Galactic Holdings Inc;B;SPCE-RM;1;0.001
SP Global Inc;B;SPGI-RM;1;0.001
Splunk Inc;B;SPLK-RM;1;0.001
Block Inc;B;SQ-RM;1;0.001
SEMPRA ORD SHS;B;SRE-RM;1;0.001
Sarepta Therapeutics Ord Shs;B;SRPT-RM;1;0.001
State Street Corporation;B;STT-RM;1;0.001
Constellation BrandsORDSH A;B;STZ-RM;1;0.001
Stanley Black  Decker ORD SHS;B;SWK-RM;1;0.001
Skyworks Solutions ORD SHS;B;SWKS-RM;1;0.001
Southwestern Energy Company;B;SWN-RM;1;0.001
Synchrony Financial ORD SHS;B;SYF-RM;1;0.001
Stryker Corporation;B;SYK-RM;1;0.001
Sysco Ord Shs;B;SYY-RM;1;0.001
TAL Education Group;B;TAL-RM;1;0.001
Molson Coors Bev ORD SHS CL B;B;TAP-RM;1;0.001
TRANSDIGM GROUP INC ORDSHS;B;TDG-RM;1;0.001
Teladoc Health Ord Shs;B;TDOC-RM;1;0.001
Teledyne Technologies Ord Shs;B;TDY-RM;1;0.001
Teradyne Inc ORD SHS;B;TER-RM;1;0.001
Truist Financial Corp ORD SHS;B;TFC-RM;1;0.001
Teleflex Incor ORD SHS;B;TFX-RM;1;0.001
Target Corporation;B;TGT-RM;1;0.001
The TJX Companies Inc;B;TJX-RM;1;0.001
Thermo Fisher Scientific Inc;B;TMO-RM;1;0.001
АДР Toyota Motor Corp ORD SHS;B;TM-RM;1;0.001
T-Mobile US Inc;B;TMUS-RM;1;0.001
Tapestry Inc ORD SHS;B;TPR-RM;1;0.001
ATT Inc;B;T-RM;1;0.001
Trimble Inc ORD SHS;B;TRMB-RM;1;0.001
T Rowe Price Group Ord Shs;B;TROW-RM;1;0.001
TRAVELERS COMPANIES INC ORDSHS;B;TRV-RM;1;0.001
TRACTOR SUPPLY CO ORDSHS;B;TSCO-RM;1;0.001
Tesla Inc;B;TSLA-RM;1;0.001
Taiwan Semiconductor Manuf ADR;B;TSM-RM;1;0.001
Tyson Foods Inc;B;TSN-RM;1;0.001
2seventy bio Inc ORD SHS;B;TSVT-RM;1;0.001
The Trade Desk ORD SHS CL A;B;TTD-RM;1;0.001
Take-Two Interactive Software;B;TTWO-RM;1;0.001
Twitter Inc;B;TWTR-RM;1;0.001
Texas Instruments Incorporated;B;TXN-RM;1;0.001
Textron Inc;B;TXT-RM;1;0.001
Tyler Technologies Ord Shs;B;TYL-RM;1;0.001
United Airlines Holdings Inc;B;UAL-RM;1;0.001
Under Armour Inc;B;UA-RM;1;0.001
Uber Technologies Inc;B;UBER-RM;1;0.001
UNIVERSAL HEALTH SERV ORDSH B;B;UHS-RM;1;0.001
Ulta Beauty Inc ORD SHS;B;ULTA-RM;1;0.001
UnitedHealth Group Inc;B;UNH-RM;1;0.001
Unum Group ORD SHS;B;UNM-RM;1;0.001
Union Pacific Corporation;B;UNP-RM;1;0.001
United Parcel Service Inc;B;UPS-RM;1;0.001
United Rentals Inc ORD SHS;B;URI-RM;1;0.001
US Bancorp;B;USB-RM;1;0.001
VF Ord Shs;B;VFC-RM;1;0.001
ViacomCBS Inc;B;VIAC-RM;1;0.001
Vipshop Holdings Ltd;B;VIPS-RM;1;0.001
Valero Energy Corp ORD SHS;B;VLO-RM;1;0.001
Vulcan Materials Ord Shs;B;VMC-RM;1;0.001
Vontier Corporation;B;VNT-RM;1;0.001
Visa Inc;B;V-RM;1;0.001
Verisk Analytics Inc ORD SHS;B;VRSK-RM;1;0.001
VeriSign IncORD SHS;B;VRSN-RM;1;0.001
